household_id,district,province,urbanization_level,members_in_house,roofless_persons,roof_persons,income_lkr,computers_owned,dialog_subscriptions,slt_subscriptions,hutch_subscriptions,other_subscriptions,smartphone_count,electricity_available,has_4g_coverage,has_fiber_coverage,downlink_speed_mbps,uplink_speed_mbps,avg_monthly_broadband_bill_lkr,dialog_sentiment,slt_sentiment,hutch_sentiment,overall_bb_satisfaction_score,digital_literacy_score,ecommerce_usage_score,starlink_awareness,starlink_sentiment_score,starlink_prob_proxy,starlink_proxy_adoption
HH0004592,Gampaha,Western,Urban,5,0,5,212718.43,0,5,2,1,0,5,1,0,1,35.0,10.9,4678.29,0.287,0.311,0.328,0.309,0.74,0.47,0,0.327,0.117,No
HH0004593,Hambantota,Southern,Rural,7,0,7,197556.61,0,9,3,0,0,4,1,1,0,13.5,4.1,2293.99,0.166,-0.112,0.131,0.062,0.58,0.11,0,0.435,0.0166,No
HH0004594,Kandy,Central,Semi-Urban,3,0,3,187675.26,0,5,1,0,0,3,1,1,1,25.4,9.2,3047.77,-0.018,0.197,-0.178,0.0,0.56,0.39,1,0.028,0.0745,No
HH0004595,Galle,Southern,Semi-Urban,4,0,4,173441.28,1,1,2,0,0,3,1,1,0,25.0,4.3,3914.61,0.033,-0.026,-0.139,-0.044,0.68,0.25,0,0.346,0.2445,No
HH0004596,Trincomalee,Eastern,Rural,2,0,2,121395.58,0,4,1,0,0,1,1,1,0,16.4,2.3,2556.28,-0.027,0.101,-0.064,0.003,0.49,0.29,1,0.2,0.1123,No
HH0004597,Puttalam,North-western,Rural,5,0,5,276323.84,0,6,1,0,0,3,1,1,0,14.8,3.6,2481.18,0.219,-0.003,-0.27,-0.018,0.59,0.06,1,0.544,0.1123,No
HH0004598,Kalutara,Western,Semi-Urban,4,0,4,172555.6,0,4,1,0,0,3,1,1,1,15.2,9.7,2024.08,0.024,0.114,0.232,0.123,0.57,0.19,0,0.097,0.0009,No
HH0004599,Nuwara Eliya,Central,Rural,5,0,5,128155.25,0,4,2,3,0,6,1,1,0,14.2,4.6,1893.76,0.196,0.013,-0.27,-0.02,0.61,0.28,0,0.303,0.0029,No
HH0004600,Kalutara,Western,Semi-Urban,5,0,5,317741.79,0,6,3,4,1,3,1,1,0,19.3,9.4,2357.81,0.024,0.114,0.232,0.123,0.61,0.35,1,0.097,0.0277,No
HH0004601,Gampaha,Western,Urban,3,0,3,218393.31,0,0,2,1,0,2,1,1,0,20.4,7.7,4130.78,0.287,0.311,0.328,0.309,0.85,0.34,0,0.327,0.2357,No
HH0004602,Anuradhapura,North-central,Rural,6,0,6,180747.71,0,8,6,1,0,4,1,1,0,17.1,7.2,2843.56,-0.166,-0.084,0.269,0.006,0.57,0.14,0,-0.263,0.0855,No
HH0004603,Ratnapura,Sabaragamuwa,Rural,1,0,1,148444.05,0,2,0,0,1,0,1,1,1,13.7,4.4,2379.59,-0.001,-0.143,0.386,0.081,0.69,0.16,0,0.176,0.0099,No
HH0004604,Matale,Central,Rural,6,0,6,82481.52,0,2,5,2,0,2,1,1,0,15.9,6.1,2678.29,0.043,-0.288,-0.093,-0.113,0.61,0.07,0,0.488,0.0686,No
HH0004605,Puttalam,North-western,Rural,1,0,1,181568.5,0,1,0,0,0,0,1,0,1,14.2,5.8,2460.62,0.219,-0.003,-0.27,-0.018,0.67,0.31,0,0.544,0.0153,No
HH0004606,Monaragala,Uva,Rural,6,0,6,111969.46,0,3,2,2,2,5,1,1,0,17.2,4.2,2476.67,-0.059,0.046,0.226,0.071,0.56,0.15,0,0.309,0.0264,No
HH0004607,Badulla,Uva,Rural,6,0,6,155771.19,2,5,0,1,0,5,0,0,0,21.8,6.5,2073.27,0.096,0.056,-0.215,-0.021,0.34,0.27,0,0.285,0.0047,No
HH0004608,Gampaha,Western,Urban,7,0,7,313477.67,0,8,5,2,1,9,1,0,0,18.9,8.1,5792.86,0.287,0.311,0.328,0.309,0.92,0.55,0,0.327,0.5923,Yes
HH0004609,Ratnapura,Sabaragamuwa,Rural,2,0,2,184063.61,0,3,3,0,0,0,1,1,0,14.7,5.1,2489.18,-0.001,-0.143,0.386,0.081,0.56,0.06,0,0.176,0.0301,No
HH0004610,Nuwara Eliya,Central,Rural,3,0,3,129128.95,0,3,2,0,0,2,1,1,0,25.0,7.4,2813.78,0.196,0.013,-0.27,-0.02,0.6,0.14,1,0.303,0.1955,No
HH0004611,Kandy,Central,Semi-Urban,3,0,3,11441.75,0,0,1,0,0,3,1,1,1,22.6,8.6,2311.32,-0.018,0.197,-0.178,0.0,0.68,0.09,1,0.028,0.0043,No
HH0004612,Colombo,Western,Urban,4,0,4,374937.62,1,4,1,0,1,2,1,1,1,31.1,6.1,4857.04,0.076,0.151,-0.016,0.07,0.83,0.53,0,0.565,0.2298,No
HH0004613,Matara,Southern,Semi-Urban,4,0,4,188686.05,0,2,1,0,1,0,1,1,1,19.6,4.6,2947.78,-0.062,-0.083,-0.003,-0.049,0.66,0.25,0,-0.099,0.0268,No
HH0004614,Colombo,Western,Urban,3,0,3,328479.77,0,2,2,0,0,6,1,1,1,29.0,9.1,4130.19,0.076,0.151,-0.016,0.07,0.87,0.5,0,0.565,0.1361,No
HH0004615,Kalutara,Western,Semi-Urban,3,0,3,269767.94,0,2,1,1,0,1,1,1,0,24.5,7.7,2242.75,0.024,0.114,0.232,0.123,0.57,0.18,0,0.097,0.0045,No
HH0004616,Kandy,Central,Semi-Urban,7,0,7,224055.14,1,9,1,0,0,5,1,1,0,24.3,7.0,3238.28,-0.018,0.197,-0.178,0.0,0.65,0.41,0,0.028,0.0919,No
HH0004617,Anuradhapura,North-central,Rural,2,0,2,124593.71,0,1,1,1,0,1,1,1,0,16.0,6.5,2663.06,-0.166,-0.084,0.269,0.006,0.59,0.15,0,-0.263,0.0553,No
HH0004618,Badulla,Uva,Rural,2,0,2,98519.12,0,0,0,1,0,1,1,1,0,20.5,6.7,2274.81,0.096,0.056,-0.215,-0.021,0.58,0.18,0,0.285,0.014,No
HH0004619,Kandy,Central,Semi-Urban,2,0,2,134157.87,1,2,0,1,2,2,1,1,0,25.0,8.0,3262.89,-0.018,0.197,-0.178,0.0,0.86,0.19,0,0.028,0.1102,No
HH0004620,Badulla,Uva,Rural,2,0,2,78695.04,0,3,3,0,0,4,1,1,0,21.1,5.0,2892.81,0.096,0.056,-0.215,-0.021,0.58,0.02,0,0.285,0.0841,No
HH0004621,Badulla,Uva,Rural,3,0,3,178815.71,0,4,4,0,0,0,1,1,0,16.9,5.7,2311.95,0.096,0.056,-0.215,-0.021,0.55,0.07,0,0.285,0.0182,No
HH0004622,Puttalam,North-western,Rural,4,0,4,216086.03,0,5,2,3,0,2,1,1,0,14.6,3.3,2648.44,0.219,-0.003,-0.27,-0.018,0.63,0.21,0,0.544,0.0621,No
HH0004623,Gampaha,Western,Urban,3,0,3,210784.68,0,5,2,0,0,2,1,1,1,23.2,10.9,3956.68,0.287,0.311,0.328,0.309,0.84,0.33,0,0.327,0.084,No
HH0004624,Kurunegala,North-western,Rural,4,0,4,109452.83,0,7,1,0,0,0,1,1,0,16.2,4.7,3293.95,-0.057,0.221,-0.314,-0.05,0.5,0.0,0,0.281,0.2015,No
HH0004625,Ratnapura,Sabaragamuwa,Rural,3,0,3,86203.82,0,1,1,2,0,6,1,1,1,20.6,6.1,2614.13,-0.001,-0.143,0.386,0.081,0.61,0.12,1,0.176,0.0489,No
HH0004626,Kurunegala,North-western,Rural,6,0,6,123095.12,0,4,5,0,1,0,0,0,0,11.2,4.6,2347.35,-0.057,0.221,-0.314,-0.05,0.57,0.31,0,0.281,0.0252,No
HH0004627,Kandy,Central,Semi-Urban,6,0,6,211194.03,1,6,3,0,1,6,1,1,0,23.6,7.8,3494.79,-0.018,0.197,-0.178,0.0,0.75,0.31,0,0.028,0.1519,No
HH0004628,Hambantota,Southern,Rural,4,0,4,198888.61,0,6,3,1,1,1,1,1,0,15.1,6.6,2711.25,0.166,-0.112,0.131,0.062,0.44,0.06,0,0.435,0.0526,No
HH0004629,Trincomalee,Eastern,Rural,9,0,9,69146.17,0,8,3,2,1,9,1,1,0,15.8,4.7,2498.98,-0.027,0.101,-0.064,0.003,0.56,0.23,0,0.2,0.031,No
HH0004630,Hambantota,Southern,Rural,7,0,7,125552.43,0,5,3,2,2,3,1,1,0,12.7,4.4,3177.9,0.166,-0.112,0.131,0.062,0.61,0.34,0,0.435,0.1702,No
HH0004631,Gampaha,Western,Urban,6,0,6,168846.74,1,8,5,3,0,4,1,1,1,20.4,7.8,5068.91,0.287,0.311,0.328,0.309,0.85,0.58,0,0.327,0.2356,No
HH0004632,Kandy,Central,Semi-Urban,5,0,5,135934.98,0,9,2,2,1,4,1,1,0,13.0,9.3,3046.25,-0.018,0.197,-0.178,0.0,0.64,0.24,1,0.028,0.228,No
HH0004633,Anuradhapura,North-central,Rural,4,0,4,140974.25,0,4,3,0,0,2,0,0,0,12.7,6.1,2454.4,-0.166,-0.084,0.269,0.006,0.56,0.24,0,-0.263,0.0317,No
HH0004634,Badulla,Uva,Rural,3,0,3,118188.18,0,1,3,2,0,2,1,1,0,22.2,5.9,2402.8,0.096,0.056,-0.215,-0.021,0.51,0.13,1,0.285,0.0644,No
HH0004635,Gampaha,Western,Urban,3,0,3,123138.66,2,6,4,0,0,2,1,1,0,16.9,9.7,4502.49,0.287,0.311,0.328,0.309,0.81,0.44,0,0.327,0.3199,No
HH0004636,Ratnapura,Sabaragamuwa,Rural,3,0,3,93271.17,0,1,1,0,1,1,1,1,1,19.5,3.8,2899.98,-0.001,-0.143,0.386,0.081,0.52,0.23,0,0.176,0.0308,No
HH0004637,Kandy,Central,Semi-Urban,5,0,5,138416.15,1,9,1,5,0,5,1,1,1,20.1,6.5,3732.19,-0.018,0.197,-0.178,0.0,0.63,0.22,0,0.028,0.0918,No
HH0004638,Kurunegala,North-western,Rural,5,0,5,129262.93,1,3,3,0,0,5,1,1,0,15.9,4.1,2166.69,-0.057,0.221,-0.314,-0.05,0.58,0.04,0,0.281,0.011,No
HH0004639,Puttalam,North-western,Rural,6,0,6,189626.4,0,6,3,1,0,2,1,1,0,18.4,4.5,3630.73,0.219,-0.003,-0.27,-0.018,0.68,0.08,0,0.544,0.3321,No
HH0004640,Anuradhapura,North-central,Rural,7,0,7,188130.05,0,8,2,1,0,5,1,1,0,16.3,4.8,2689.94,-0.166,-0.084,0.269,0.006,0.66,0.16,0,-0.263,0.065,No
HH0004641,Ratnapura,Sabaragamuwa,Rural,1,0,1,135470.11,0,2,0,0,0,0,1,1,1,16.5,4.7,2621.75,-0.001,-0.143,0.386,0.081,0.59,0.08,0,0.176,0.018,No
HH0004642,Kandy,Central,Semi-Urban,3,0,3,133255.5,1,5,1,0,0,4,1,1,0,18.4,11.5,3135.05,-0.018,0.197,-0.178,0.0,0.77,0.5,0,0.028,0.0948,No
HH0004643,Badulla,Uva,Rural,4,0,4,163480.69,0,5,4,0,0,3,1,1,0,20.0,5.2,2251.1,0.096,0.056,-0.215,-0.021,0.48,0.18,1,0.285,0.0396,No
HH0004644,Gampaha,Western,Urban,2,0,2,221017.23,0,1,0,0,0,3,1,1,0,24.5,10.8,5989.02,0.287,0.311,0.328,0.309,0.74,0.43,1,0.327,0.7913,Yes
HH0004645,Kurunegala,North-western,Rural,7,0,7,174171.17,0,11,4,0,0,3,1,1,0,14.6,3.8,2835.95,-0.057,0.221,-0.314,-0.05,0.5,0.0,0,0.281,0.0917,No
HH0004646,Puttalam,North-western,Rural,5,0,5,236247.28,0,6,1,3,1,5,1,1,0,10.3,4.8,1910.22,0.219,-0.003,-0.27,-0.018,0.69,0.08,0,0.544,0.004,No
HH0004647,Kurunegala,North-western,Rural,1,0,1,202295.01,0,1,1,0,0,0,1,1,0,17.0,2.3,2274.04,-0.057,0.221,-0.314,-0.05,0.42,0.13,0,0.281,0.0147,No
HH0004648,Kalutara,Western,Semi-Urban,1,0,1,247557.62,0,2,0,0,0,0,1,1,0,18.8,9.5,2877.52,0.024,0.114,0.232,0.123,0.53,0.33,1,0.097,0.112,No
HH0004649,Badulla,Uva,Rural,4,0,4,142397.2,0,2,5,2,0,1,1,1,0,25.0,4.9,2291.51,0.096,0.056,-0.215,-0.021,0.62,0.14,0,0.285,0.0141,No
HH0004650,Gampaha,Western,Urban,5,0,5,324126.76,0,2,4,4,1,1,1,1,1,21.6,12.0,5064.77,0.287,0.311,0.328,0.309,0.83,0.37,0,0.327,0.2307,No
HH0004651,Colombo,Western,Urban,5,0,5,264024.87,0,4,0,1,0,5,1,1,1,28.5,7.5,4490.67,0.076,0.151,-0.016,0.07,0.85,0.35,1,0.565,0.4319,No
HH0004652,Kurunegala,North-western,Rural,2,0,2,79390.12,0,2,0,1,0,1,1,1,0,18.0,4.4,1918.82,-0.057,0.221,-0.314,-0.05,0.61,0.06,1,0.281,0.0099,No
HH0004653,Matara,Southern,Semi-Urban,4,0,4,175430.42,1,4,2,0,1,3,1,1,1,14.7,2.8,3482.94,-0.062,-0.083,-0.003,-0.049,0.71,0.26,0,-0.099,0.087,No
HH0004654,Badulla,Uva,Rural,3,0,3,148788.67,0,0,3,2,1,0,1,1,0,21.7,3.6,2565.61,0.096,0.056,-0.215,-0.021,0.67,0.0,0,0.285,0.0411,No
HH0004655,Nuwara Eliya,Central,Rural,8,0,8,142934.94,0,11,3,0,1,6,1,1,0,21.0,8.2,2235.93,0.196,0.013,-0.27,-0.02,0.46,0.11,0,0.303,0.0108,No
HH0004656,Gampaha,Western,Urban,3,0,3,194821.29,0,2,0,0,0,6,1,1,1,28.4,10.2,5111.94,0.287,0.311,0.328,0.309,0.8,0.49,0,0.327,0.1966,No
HH0004657,Polonnaruwa,North-central,Rural,3,0,3,140705.59,0,5,0,0,1,4,1,1,0,20.3,6.6,2221.21,-0.134,-0.014,-0.243,-0.13,0.58,0.07,0,0.203,0.0142,No
HH0004658,Jaffna,Northern,Semi-Urban,4,0,4,129179.91,0,3,0,1,0,5,1,1,0,25.0,6.6,3018.02,0.064,0.05,-0.159,-0.015,0.65,0.42,0,0.341,0.0583,No
HH0004659,Gampaha,Western,Urban,4,0,4,242888.5,0,5,3,0,2,5,1,1,1,27.6,11.5,5106.61,0.287,0.311,0.328,0.309,0.88,0.37,0,0.327,0.2141,No
HH0004660,Kurunegala,North-western,Rural,3,0,3,161722.23,0,2,1,0,0,2,1,1,0,14.9,3.3,2908.7,-0.057,0.221,-0.314,-0.05,0.69,0.29,0,0.281,0.1262,No
HH0004661,Hambantota,Southern,Rural,6,0,6,143518.42,0,8,2,3,1,4,1,1,0,8.9,4.5,2202.84,0.166,-0.112,0.131,0.062,0.5,0.19,0,0.435,0.0119,No
HH0004662,Batticaloa,Eastern,Rural,2,0,2,107794.91,0,1,0,0,0,2,1,1,1,12.3,5.1,3135.12,0.248,-0.029,-0.129,0.03,0.52,0.22,0,0.192,0.0685,No
HH0004663,Matara,Southern,Semi-Urban,3,0,3,161087.45,0,3,1,0,1,2,1,1,1,21.4,3.7,3937.85,-0.062,-0.083,-0.003,-0.049,0.69,0.23,0,-0.099,0.1322,No
HH0004664,Polonnaruwa,North-central,Rural,5,0,5,230637.56,0,7,2,1,1,2,1,1,0,20.8,6.2,2119.75,-0.134,-0.014,-0.243,-0.13,0.73,0.01,1,0.203,0.0352,No
HH0004665,Polonnaruwa,North-central,Rural,4,0,4,191140.82,1,8,0,0,0,0,1,1,0,19.4,5.1,2221.86,-0.134,-0.014,-0.243,-0.13,0.67,0.07,0,0.203,0.0164,No
HH0004666,Kurunegala,North-western,Rural,3,0,3,238380.32,0,5,0,2,0,1,1,1,0,13.7,3.8,2595.3,-0.057,0.221,-0.314,-0.05,0.64,0.0,1,0.281,0.1704,No
HH0004667,Colombo,Western,Urban,3,0,3,253243.95,0,3,1,1,0,5,1,0,0,25.0,10.8,7116.95,0.076,0.151,-0.016,0.07,1.0,0.32,1,0.565,0.9279,Yes
HH0004668,Polonnaruwa,North-central,Rural,5,0,5,175727.47,1,6,0,2,0,3,1,1,0,14.1,5.0,2483.53,-0.134,-0.014,-0.243,-0.13,0.6,0.18,1,0.203,0.1352,No
HH0004669,Kurunegala,North-western,Rural,3,0,3,123557.38,0,2,0,0,0,6,1,1,0,16.3,4.3,2457.38,-0.057,0.221,-0.314,-0.05,0.52,0.18,0,0.281,0.0306,No
HH0004670,Kurunegala,North-western,Rural,8,0,8,154472.58,0,13,4,3,1,0,1,1,0,8.2,5.7,2535.72,-0.057,0.221,-0.314,-0.05,0.65,0.0,0,0.281,0.0557,No
HH0004671,Matale,Central,Rural,2,0,2,224454.44,0,1,0,0,0,2,1,1,0,20.3,6.3,2470.93,0.043,-0.288,-0.093,-0.113,0.55,0.21,0,0.488,0.0343,No
HH0004672,Badulla,Uva,Rural,2,0,2,174021.28,0,4,0,0,0,0,1,1,0,13.6,5.5,3332.23,0.096,0.056,-0.215,-0.021,0.47,0.16,0,0.285,0.218,No
HH0004673,Kurunegala,North-western,Rural,4,0,4,205697.76,1,4,3,2,1,3,1,1,0,20.6,5.2,2652.82,-0.057,0.221,-0.314,-0.05,0.5,0.08,0,0.281,0.0496,No
HH0004674,Gampaha,Western,Urban,4,0,4,170126.36,0,5,5,1,0,2,1,1,1,27.4,10.3,5401.57,0.287,0.311,0.328,0.309,0.8,0.51,0,0.327,0.2357,No
HH0004675,Galle,Southern,Semi-Urban,6,0,6,168381.1,2,5,4,7,0,2,1,1,0,23.1,4.7,2912.04,0.033,-0.026,-0.139,-0.044,0.62,0.48,1,0.346,0.1499,No
HH0004676,Monaragala,Uva,Rural,4,0,4,130270.72,0,2,2,0,0,2,1,1,1,18.0,5.1,2136.94,-0.059,0.046,0.226,0.071,0.55,0.32,1,0.309,0.0096,No
HH0004677,Colombo,Western,Urban,4,0,4,252580.32,0,4,2,0,0,6,1,1,1,25.9,8.7,4771.26,0.076,0.151,-0.016,0.07,0.8,0.3,1,0.565,0.5043,Yes
HH0004678,Kegalle,Sabaragamuwa,Rural,5,0,5,139035.7,0,10,3,0,0,2,1,1,1,21.6,5.5,2456.26,-0.025,0.034,-0.226,-0.072,0.64,0.0,0,-0.101,0.0128,No
HH0004679,Kurunegala,North-western,Rural,3,0,3,163673.88,1,5,0,0,0,1,1,1,0,15.8,3.7,2213.67,-0.057,0.221,-0.314,-0.05,0.59,0.06,1,0.281,0.0445,No
HH0004680,Ampara,Eastern,Rural,1,0,1,138545.35,0,2,0,1,0,0,1,1,0,14.7,4.8,3042.37,0.259,0.17,-0.182,0.082,0.65,0.16,1,0.229,0.3293,No
HH0004681,Kalutara,Western,Semi-Urban,5,0,5,107498.76,0,3,4,0,2,4,0,1,1,23.8,9.6,2944.45,0.024,0.114,0.232,0.123,0.64,0.11,1,0.097,0.0522,No
HH0004682,Kalutara,Western,Semi-Urban,6,0,6,158630.55,0,8,0,0,1,5,1,1,0,24.5,9.0,2372.98,0.024,0.114,0.232,0.123,0.6,0.16,1,0.097,0.0241,No
HH0004683,Ratnapura,Sabaragamuwa,Rural,2,0,2,174859.76,1,0,0,0,0,2,1,1,0,22.9,7.0,2664.58,-0.001,-0.143,0.386,0.081,0.58,0.21,1,0.176,0.1252,No
HH0004684,Kandy,Central,Semi-Urban,5,0,5,167838.43,0,5,2,3,0,3,1,1,0,23.6,5.8,2255.0,-0.018,0.197,-0.178,0.0,0.74,0.23,1,0.028,0.0229,No
HH0004685,Puttalam,North-western,Rural,5,0,5,137273.55,0,7,1,1,0,5,1,1,0,16.9,5.2,3054.95,0.219,-0.003,-0.27,-0.018,0.54,0.14,0,0.544,0.1324,No
HH0004686,Nuwara Eliya,Central,Rural,4,0,4,109922.26,0,3,2,4,1,4,1,1,0,20.6,4.8,3037.14,0.196,0.013,-0.27,-0.02,0.52,0.23,0,0.303,0.113,No
HH0004687,Gampaha,Western,Urban,4,0,4,279751.12,0,4,0,1,0,6,1,1,1,28.9,8.8,5140.69,0.287,0.311,0.328,0.309,0.92,0.36,1,0.327,0.4841,No
HH0004688,Colombo,Western,Urban,5,0,5,472266.33,1,5,1,0,1,4,1,1,1,29.7,6.9,6042.72,0.076,0.151,-0.016,0.07,0.93,0.44,1,0.565,0.7237,Yes
HH0004689,Jaffna,Northern,Semi-Urban,4,0,4,59731.3,0,6,1,1,0,4,1,1,0,19.2,7.0,2097.19,0.064,0.05,-0.159,-0.015,0.76,0.08,0,0.341,0.0037,No
HH0004690,Kegalle,Sabaragamuwa,Rural,5,0,5,124602.23,0,7,2,2,0,4,1,1,0,18.4,5.4,2276.77,-0.025,0.034,-0.226,-0.072,0.34,0.17,0,-0.101,0.0132,No
HH0004691,Matale,Central,Rural,8,0,8,46951.0,0,10,5,1,0,7,1,1,0,15.9,6.2,2631.2,0.043,-0.288,-0.093,-0.113,0.6,0.43,1,0.488,0.1599,No
HH0004692,Matale,Central,Rural,1,0,1,94865.98,0,1,0,0,0,0,1,0,0,9.2,5.4,3003.29,0.043,-0.288,-0.093,-0.113,0.48,0.21,0,0.488,0.1536,No
HH0004693,Kandy,Central,Semi-Urban,3,0,3,163259.33,0,5,1,0,0,6,1,1,0,24.6,9.8,2581.59,-0.018,0.197,-0.178,0.0,0.67,0.27,0,0.028,0.0198,No
HH0004694,Hambantota,Southern,Rural,7,0,7,122795.03,0,5,1,1,0,2,1,1,1,12.9,4.9,2679.14,0.166,-0.112,0.131,0.062,0.33,0.38,0,0.435,0.0187,No
HH0004695,Galle,Southern,Semi-Urban,3,0,3,77276.59,2,5,0,0,0,2,1,1,0,13.0,5.6,3450.66,0.033,-0.026,-0.139,-0.044,0.57,0.23,0,0.346,0.1561,No
HH0004696,Badulla,Uva,Rural,3,0,3,173974.75,0,3,0,2,0,2,1,1,0,16.1,5.9,2226.9,0.096,0.056,-0.215,-0.021,0.48,0.25,1,0.285,0.04,No
HH0004697,Hambantota,Southern,Rural,5,0,5,177028.03,1,7,1,0,0,3,1,1,0,15.6,5.9,2724.16,0.166,-0.112,0.131,0.062,0.63,0.29,0,0.435,0.0635,No
HH0004698,Hambantota,Southern,Rural,4,0,4,178495.47,0,8,3,1,0,5,1,1,0,13.6,3.5,3098.98,0.166,-0.112,0.131,0.062,0.46,0.13,0,0.435,0.1313,No
HH0004699,Gampaha,Western,Urban,1,0,1,189850.01,0,1,2,0,0,1,1,1,1,25.2,8.6,4494.51,0.287,0.311,0.328,0.309,0.73,0.7,0,0.327,0.1251,No
HH0004700,Kegalle,Sabaragamuwa,Rural,2,0,2,184344.81,0,1,2,1,0,4,1,1,0,13.1,4.9,2077.13,-0.025,0.034,-0.226,-0.072,0.49,0.28,0,-0.101,0.0078,No
HH0004701,Kalutara,Western,Semi-Urban,3,0,3,230794.43,1,3,0,0,2,2,1,1,0,22.5,9.4,2205.87,0.024,0.114,0.232,0.123,0.66,0.32,1,0.097,0.0147,No
HH0004702,Colombo,Western,Urban,9,0,9,309109.27,0,10,5,1,1,8,1,1,0,21.1,7.0,5253.23,0.076,0.151,-0.016,0.07,0.8,0.44,1,0.565,0.8114,Yes
HH0004703,Kurunegala,North-western,Rural,3,0,3,207426.03,1,3,0,1,0,4,0,1,0,9.8,4.6,2287.7,-0.057,0.221,-0.314,-0.05,0.65,0.23,0,0.281,0.0235,No
HH0004704,Batticaloa,Eastern,Rural,7,0,7,92880.55,0,6,5,1,2,7,1,1,0,19.5,8.1,2562.69,0.248,-0.029,-0.129,0.03,0.67,0.05,0,0.192,0.0378,No
HH0004705,Galle,Southern,Semi-Urban,4,0,4,180311.8,1,2,2,1,1,1,1,1,0,21.4,4.5,2631.01,0.033,-0.026,-0.139,-0.044,0.7,0.16,1,0.346,0.0869,No
HH0004706,Galle,Southern,Semi-Urban,5,0,5,111208.11,1,10,4,2,0,2,1,1,0,22.6,6.2,2684.54,0.033,-0.026,-0.139,-0.044,0.71,0.36,1,0.346,0.094,No
HH0004707,Anuradhapura,North-central,Rural,6,0,6,154086.86,0,3,3,1,1,6,1,1,0,22.0,5.4,2825.26,-0.166,-0.084,0.269,0.006,0.66,0.3,0,-0.263,0.0774,No
HH0004708,Gampaha,Western,Urban,6,0,6,343353.29,1,5,3,0,0,6,1,1,1,30.0,14.0,4415.74,0.287,0.311,0.328,0.309,0.89,0.54,0,0.327,0.1225,No
HH0004709,Anuradhapura,North-central,Rural,4,0,4,106428.2,0,6,1,0,0,3,1,1,0,13.9,4.8,2655.57,-0.166,-0.084,0.269,0.006,0.65,0.13,0,-0.263,0.0595,No
HH0004710,Trincomalee,Eastern,Rural,4,0,4,118228.41,0,5,2,0,0,5,1,0,0,15.0,5.1,2745.84,-0.027,0.101,-0.064,0.003,0.49,0.39,0,0.2,0.0639,No
HH0004711,Galle,Southern,Semi-Urban,1,0,1,86107.84,0,0,0,0,0,0,1,0,1,20.4,3.6,3282.03,0.033,-0.026,-0.139,-0.044,0.68,0.34,0,0.346,0.0486,No
HH0004712,Matara,Southern,Semi-Urban,6,0,6,155161.3,0,8,0,0,1,5,1,1,0,20.6,7.7,2558.21,-0.062,-0.083,-0.003,-0.049,0.87,0.35,0,-0.099,0.0269,No
HH0004713,Kalutara,Western,Semi-Urban,1,0,1,238925.91,0,0,2,0,0,1,1,1,1,20.2,11.2,3259.98,0.024,0.114,0.232,0.123,0.66,0.29,0,0.097,0.0375,No
HH0004714,Puttalam,North-western,Rural,6,0,6,140383.84,0,6,2,3,0,3,1,1,0,8.0,5.9,2242.38,0.219,-0.003,-0.27,-0.018,0.63,0.0,0,0.544,0.0187,No
HH0004715,Hambantota,Southern,Rural,2,0,2,234773.86,0,1,2,0,0,1,1,1,0,18.2,5.4,2493.48,0.166,-0.112,0.131,0.062,0.53,0.0,0,0.435,0.0283,No
HH0004716,Kandy,Central,Semi-Urban,6,0,6,112168.94,0,7,3,0,0,4,1,1,0,25.0,9.5,3303.09,-0.018,0.197,-0.178,0.0,0.58,0.08,0,0.028,0.0902,No
HH0004717,Batticaloa,Eastern,Rural,2,0,2,67562.58,0,3,0,0,0,2,1,1,1,22.1,6.2,2790.34,0.248,-0.029,-0.129,0.03,0.67,0.13,1,0.192,0.0832,No
HH0004718,Kegalle,Sabaragamuwa,Rural,4,0,4,132858.3,0,4,2,2,0,4,1,1,1,20.4,4.8,2186.0,-0.025,0.034,-0.226,-0.072,0.55,0.21,0,-0.101,0.0043,No
HH0004719,Galle,Southern,Semi-Urban,5,0,5,162663.97,0,6,4,1,0,2,1,1,0,15.4,2.8,3154.42,0.033,-0.026,-0.139,-0.044,0.71,0.3,1,0.346,0.2915,No
HH0004720,Ratnapura,Sabaragamuwa,Rural,4,0,4,121946.72,0,3,1,0,1,3,1,1,0,10.9,4.6,3401.26,-0.001,-0.143,0.386,0.081,0.67,0.24,0,0.176,0.2529,No
HH0004721,Kandy,Central,Semi-Urban,6,0,6,135134.8,1,4,2,1,1,2,1,1,0,19.9,8.7,2769.28,-0.018,0.197,-0.178,0.0,0.65,0.25,1,0.028,0.1113,No
HH0004722,Colombo,Western,Urban,2,0,2,308851.21,0,2,1,0,0,1,1,0,0,20.2,8.8,6369.28,0.076,0.151,-0.016,0.07,0.94,0.46,0,0.565,0.751,Yes
HH0004723,Gampaha,Western,Urban,5,0,5,86909.42,0,7,2,2,0,3,1,1,1,23.0,9.4,5906.31,0.287,0.311,0.328,0.309,0.81,0.16,0,0.327,0.3133,No
HH0004724,Galle,Southern,Semi-Urban,4,0,4,198288.63,0,3,2,0,0,2,1,1,0,23.9,6.3,3448.35,0.033,-0.026,-0.139,-0.044,0.73,0.37,1,0.346,0.3657,No
HH0004725,Gampaha,Western,Urban,2,0,2,142812.11,0,3,1,0,0,3,1,1,1,29.2,10.5,5529.56,0.287,0.311,0.328,0.309,0.85,0.39,0,0.327,0.2487,No
